X,Y,kom,stan,typ,stav,ku,NAZ_CZNUTS3
14.16956,49.31935,"29","2.787", ,řešeno,Písek,Jihočeský kraj
14.17044,49.31944,"29","2.851", ,odstraněno,Písek,Jihočeský kraj
14.18455,49.32766,"29","4.899", ,odstraněno,Dolní Novosedly,Jihočeský kraj
14.18395,49.32761,"29","4.864", ,řešeno,Dolní Novosedly,Jihočeský kraj
14.18465,49.32797,"29","4.93", ,řešeno,Dolní Novosedly,Jihočeský kraj
14.18718,49.33003,"29","5.223", ,řešeno,Dolní Novosedly,Jihočeský kraj
14.28185,49.35825,"29","12.99", ,řešeno,Podolí I,Jihočeský kraj
14.29581,49.35849,"29","14.03", ,odstraněno,Podolí I,Jihočeský kraj
14.29643,49.35857,"29","14.077", ,řešeno,Podolí I,Jihočeský kraj
14.33857,49.368,"29","17.421", ,odstraněno,Křenovice,Jihočeský kraj
14.37251,49.37039,"29","19.911", ,řešeno, ,Jihočeský kraj
14.37403,49.37003,"29","20.027", ,řešeno, ,Jihočeský kraj
14.39326,49.37073,"29","21.5", ,řešeno, ,Jihočeský kraj
14.49273,49.40495,"29","30.139", ,řešeno,Opařany,Jihočeský kraj
14.50481,49.41023,"29","31.192", ,odstraněno,Opařany,Jihočeský kraj
14.51276,49.41785,"29","32.209", ,odstraněno,Oltyně,Jihočeský kraj
14.52312,49.42526,"29","33.348", ,řešeno,Oltyně,Jihočeský kraj
14.52384,49.4249,"29","33.348", ,řešeno,Oltyně,Jihočeský kraj
14.51351,49.41827,"29","32.278", ,odstraněno,Oltyně,Jihočeský kraj
14.27008,49.35675,"29","12.115", ,řešeno,Temešvár,Jihočeský kraj
14.26826,49.35648,"29","11.98", ,odstraněno,Temešvár,Jihočeský kraj
14.26538,49.3558,"29","11.757", ,řešeno,Temešvár,Jihočeský kraj
14.18385,49.32735,"29","4.84", ,odstraněno,Dolní Novosedly,Jihočeský kraj
14.18184,49.32244,"29","3.781", ,odstraněno,Písek,Jihočeský kraj
14.17233,49.31999,"29","3", ,řešeno,Písek,Jihočeský kraj
14.1713,49.31951,"29","2.913", ,řešeno,Písek,Jihočeský kraj
14.17085,49.31944,"29","2.878", ,řešeno,Písek,Jihočeský kraj
15.07183,49.25688,"34","58.78", ,řešeno,Žďár u Nové Včelnice,Jihočeský kraj
13.70386,48.88396,"4","153.592", ,řešeno,Silnice,Jihočeský kraj
14.41778,48.87567,"39","2.02", ,odstraněno,Kosov u Opalic,Jihočeský kraj
14.41643,48.87376,"39","2.257", ,řešeno,Kosov u Opalic,Jihočeský kraj
14.4126,48.86946,"39","2.813", ,odstraněno,Chlumec,Jihočeský kraj
14.41221,48.86887,"39","2.882", ,odstraněno,Chlumec,Jihočeský kraj
14.40655,48.86427,"39","3.54", ,řešeno,Dolní Třebonín,Jihočeský kraj
14.40577,48.86365,"39","3.63", ,řešeno,Dolní Třebonín,Jihočeský kraj
14.40347,48.86146,"39","3.927", ,odstraněno,Dolní Třebonín,Jihočeský kraj
14.3841,48.84783,"39","6.027", ,řešeno,Rájov,Jihočeský kraj
14.35478,48.83885,"39","8.52", ,řešeno,Přísečná,Jihočeský kraj
14.34486,48.83036,"39","9.76", ,řešeno,Přísečná,Jihočeský kraj
14.34339,48.82936,"39","9.91", ,řešeno,Přísečná,Jihočeský kraj
14.33865,48.82679,"39","10.357", ,odstraněno,Přísečná,Jihočeský kraj
14.33917,48.82731,"39","10.291", ,odstraněno,Přísečná,Jihočeský kraj
14.2958,48.81608,"39","14.16", ,řešeno,Český Krumlov,Jihočeský kraj
14.29405,48.8172,"39","14.35", ,řešeno,Český Krumlov,Jihočeský kraj
14.29397,48.8173,"39","14.361", ,řešeno,Český Krumlov,Jihočeský kraj
14.29336,48.81733,"39","14.407", ,řešeno,Český Krumlov,Jihočeský kraj
14.29155,48.81703,"39","14.559", ,řešeno,Český Krumlov,Jihočeský kraj
14.29068,48.81692,"39","14.622", ,řešeno,Český Krumlov,Jihočeský kraj
14.28828,48.81608,"39","14.822", ,řešeno,Kladné,Jihočeský kraj
14.2856,48.81558,"39","15.022", ,řešeno,Kladné,Jihočeský kraj
14.26164,48.80915,"39","17.628", ,řešeno,Kladné,Jihočeský kraj
14.25221,48.79953,"39","19.006", ,řešeno,Novosedly u Kájova,Jihočeský kraj
14.24907,48.79861,"39","19.256", ,řešeno,Novosedly u Kájova,Jihočeský kraj
14.2239,48.79267,"39","21.33", ,řešeno,Kladenské Rovné,Jihočeský kraj
14.19878,48.77224,"39","24.611", ,řešeno,Šebanov,Jihočeský kraj
14.13796,48.7582,"39","29.553", ,odstraněno,Černá v Pošumaví,Jihočeský kraj
14.03945,48.75621,"39","38.719", ,řešeno,Horní Planá,Jihočeský kraj
14.02279,48.76966,"39","40.993", ,řešeno,Horní Planá,Jihočeský kraj
14.01907,48.77593,"39","41.753", ,řešeno,Horní Planá,Jihočeský kraj
13.96693,48.80994,"39","47.459", ,řešeno,Želnava,Jihočeský kraj
13.96398,48.82322,"39","49.168", ,řešeno,Želnava,Jihočeský kraj
13.96193,48.82405,"39","49.345", ,odstraněno,Želnava,Jihočeský kraj
13.87925,48.91065,"39","61.955", ,řešeno,Volary,Jihočeský kraj
13.87124,48.91015,"39","62.545", ,řešeno,Volary,Jihočeský kraj
13.86982,48.9101,"39","62.649", ,řešeno,Volary,Jihočeský kraj
13.82875,48.91343,"39","65.802", ,řešeno,Volary,Jihočeský kraj
13.80451,48.92273,"39","67.989", ,odstraněno, ,Jihočeský kraj
13.76672,48.93369,"4","144.081", ,odstraněno,Žlíbky,Jihočeský kraj
13.76688,48.93332,"4","144.123", ,řešeno,Houžná,Jihočeský kraj
13.76919,48.91382,"4","146.323", ,řešeno,Řasnice,Jihočeský kraj
13.74705,48.90952,"4","148.06", ,řešeno,Hliniště,Jihočeský kraj
13.74337,48.90971,"4","148.331", ,řešeno,Hliniště,Jihočeský kraj
13.74303,48.90971,"4","148.356", ,odstraněno,Hliniště,Jihočeský kraj
13.72317,48.90601,"4","149.902", ,řešeno,Strážný,Jihočeský kraj
13.72127,48.90506,"4","150.081", ,řešeno,Strážný,Jihočeský kraj
13.72206,48.90566,"4","149.992", ,řešeno,Strážný,Jihočeský kraj
13.74044,48.90993,"4","148.546", ,řešeno,Hliniště,Jihočeský kraj
13.76367,48.91178,"4","146.797", ,řešeno,Řasnice,Jihočeský kraj
13.76427,48.91184,"4","146.754", ,řešeno,Řasnice,Jihočeský kraj
13.76465,48.91192,"4","146.724", ,řešeno,Řasnice,Jihočeský kraj
13.7673,48.91276,"4","146.503", ,řešeno,Řasnice,Jihočeský kraj
14.17831,48.76857,"39","26.227", ,řešeno,Hořice na Šumavě,Jihočeský kraj
14.98128,49.15436,"23","21.1", ,řešeno,Radouňka,Jihočeský kraj
14.81841,49.19979,"23","7.915", ,řešeno,Pleše,Jihočeský kraj
14.73498,49.22248,"23","1.281", ,řešeno,Řípec,Jihočeský kraj
14.75214,49.2183,"23","2.621", ,řešeno,Řípec,Jihočeský kraj
14.81786,49.20036,"23","7.841", ,řešeno,Pleše,Jihočeský kraj
15.07152,49.18647,"23","30.182", ,řešeno,Jarošov nad Nežárkou,Jihočeský kraj
15.19685,49.15509,"23","40.649", ,řešeno,Strmilov,Jihočeský kraj
15.21147,49.16375,"23","42.242", ,odstraněno,Strmilov,Jihočeský kraj
15.22374,49.16581,"23","43.173", ,odstraněno,Strmilov,Jihočeský kraj
15.26465,49.17507,"23","46.413", ,řešeno,Jilem,Jihočeský kraj
15.31735,49.18835,"23","50.875", ,řešeno,Horní Bolíkov,Jihočeský kraj
15.31843,49.18833,"23","50.954", ,odstraněno,Horní Bolíkov,Jihočeský kraj
15.32207,49.1884,"23","51.217", ,řešeno,Horní Bolíkov,Jihočeský kraj
15.24466,49.16804,"23","44.728", ,řešeno,Horní Meziříčko,Jihočeský kraj
15.20571,49.15744,"23","41.416", ,odstraněno,Strmilov,Jihočeský kraj
15.00075,49.12721,"34","46.561", ,řešeno,Jindřichův Hradec,Jihočeský kraj
15.00178,49.12872,"34","46.741", ,řešeno,Jindřichův Hradec,Jihočeský kraj
15.0026,49.13031,"34","46.927", ,řešeno,Jindřichův Hradec,Jihočeský kraj
15.00341,49.13076,"34","46.998", ,řešeno,Jindřichův Hradec,Jihočeský kraj
15.00428,49.13179,"34","47.128", ,řešeno,Jindřichův Hradec,Jihočeský kraj
15.01472,49.1356,"34","48.02", ,řešeno,Jindřichův Hradec,Jihočeský kraj
15.01814,49.13586,"34","48.264", ,odstraněno,Jindřichův Hradec,Jihočeský kraj
15.01994,49.15728,"23","24.188", ,řešeno,Dolní Skrýchov,Jihočeský kraj
15.02014,49.15737,"23","24.206", ,řešeno,Jindřichův Hradec,Jihočeský kraj
15.02411,49.15957,"23","24.584", ,řešeno,Dolní Skrýchov,Jihočeský kraj
15.02429,49.15947,"23","24.589", ,řešeno,Dolní Skrýchov,Jihočeský kraj
15.02672,49.16102,"23","24.842", ,řešeno,Dolní Skrýchov,Jihočeský kraj
15.05031,49.17472,"23","27.158", ,odstraněno,Rodvínov,Jihočeský kraj
15.05078,49.17493,"23","27.198", ,řešeno,Rodvínov,Jihočeský kraj
15.05299,49.17826,"23","27.607", ,odstraněno,Rodvínov,Jihočeský kraj
15.05566,49.18529,"23","28.412", ,odstraněno,Jarošov nad Nežárkou,Jihočeský kraj
15.05566,49.18529,"23","28.412", ,odstraněno,Jarošov nad Nežárkou,Jihočeský kraj
15.06567,49.19175,"34","51.082", ,odstraněno,Jarošov nad Nežárkou,Jihočeský kraj
15.06624,49.19264,"34","51.164", ,odstraněno,Jarošov nad Nežárkou,Jihočeský kraj
15.06754,49.19314,"34","51.273", ,řešeno,Jarošov nad Nežárkou,Jihočeský kraj
15.06166,49.23193,"34","55.851", ,odstraněno,Nová Včelnice,Jihočeský kraj
15.06205,49.23761,"34","56.482", ,odstraněno,Nová Včelnice,Jihočeský kraj
15.06236,49.23807,"34","56.536", ,řešeno,Nová Včelnice,Jihočeský kraj
15.07035,49.25357,"34","58.403", ,odstraněno,Žďár u Nové Včelnice,Jihočeský kraj
15.07313,49.26146,"34","59.331", ,odstraněno,Žďár u Nové Včelnice,Jihočeský kraj
15.06221,49.235,"34","56.193", ,odstraněno,Nová Včelnice,Jihočeský kraj
15.06205,49.23394,"34","56.074", ,řešeno,Nová Včelnice,Jihočeský kraj
15.06437,49.22609,"34","55.172", ,odstraněno,Nová Včelnice,Jihočeský kraj
15.06511,49.22583,"34","55.123", ,odstraněno,Nová Včelnice,Jihočeský kraj
15.06597,49.2245,"34","54.962", ,řešeno,Nová Včelnice,Jihočeský kraj
15.06888,49.2202,"34","54.437", ,odstraněno,Nová Včelnice,Jihočeský kraj
15.06944,49.20433,"34","52.577", ,odstraněno,Jarošov nad Nežárkou,Jihočeský kraj
15.06837,49.19339,"34","51.327", ,odstraněno,Jarošov nad Nežárkou,Jihočeský kraj
15.06102,49.18847,"23","28.935", ,odstraněno,Jarošov nad Nežárkou,Jihočeský kraj
15.0539,49.18042,"23","27.857", ,řešeno,Rodvínov,Jihočeský kraj
15.05339,49.17879,"23","27.672", ,řešeno,Rodvínov,Jihočeský kraj
15.05313,49.17766,"23","27.545", ,řešeno,Rodvínov,Jihočeský kraj
15.05292,49.17719,"23","27.492", ,odstraněno,Rodvínov,Jihočeský kraj
15.05014,49.17423,"23","27.108", ,odstraněno,Rodvínov,Jihočeský kraj
15.0218,49.15803,"23","24.346", ,řešeno,Jindřichův Hradec,Jihočeský kraj
15.01874,49.15644,"23","24.063", ,řešeno,Jindřichův Hradec,Jihočeský kraj
15.01909,49.13546,"34","48.335", ,řešeno,Jindřichův Hradec,Jihočeský kraj
15.01909,49.13547,"34","48.334", ,řešeno,Jindřichův Hradec,Jihočeský kraj
15.0092,49.13439,"34","47.591", ,řešeno,Jindřichův Hradec,Jihočeský kraj
15.00609,49.13286,"34","47.304", ,řešeno,Jindřichův Hradec,Jihočeský kraj
15.00153,49.12808,"34","46.67", ,řešeno,Jindřichův Hradec,Jihočeský kraj
15.00149,49.12768,"34","46.626", ,řešeno,Jindřichův Hradec,Jihočeský kraj
15.00066,49.12138,"34","45.912", ,řešeno,Jindřichův Hradec,Jihočeský kraj
15.00102,49.12154,"34","45.926", ,řešeno,Jindřichův Hradec,Jihočeský kraj
15.00086,49.12068,"34","45.832", ,řešeno,Jindřichův Hradec,Jihočeský kraj
14.99499,49.11163,"34","44.532", ,řešeno,Horní Žďár u Jindřichova Hradce,Jihočeský kraj
14.99011,49.09525,"34","42.66", ,řešeno,Dolní Žďár u Lásenice,Jihočeský kraj
14.82477,49.04501,"34","27.376", ,odstraněno,Stará Hlína,Jihočeský kraj
14.84704,49.06262,"34","29.93", ,odstraněno,Mláka,Jihočeský kraj
14.84705,49.06264,"34","29.932", ,odstraněno,Mláka,Jihočeský kraj
14.84812,49.0628,"34","30.01", ,odstraněno,Mláka,Jihočeský kraj
14.89234,49.0678,"34","33.353", ,odstraněno,Stráž nad Nežárkou,Jihočeský kraj
14.91061,49.06547,"34","34.714", ,odstraněno,Stráž nad Nežárkou,Jihočeský kraj
14.91654,49.06577,"34","35.148", ,odstraněno,Stráž nad Nežárkou,Jihočeský kraj
14.893,49.06753,"34","33.403", ,řešeno,Stráž nad Nežárkou,Jihočeský kraj
14.88833,49.06755,"34","33.058", ,odstraněno,Stráž nad Nežárkou,Jihočeský kraj
14.86856,49.06635,"34","31.605", ,odstraněno,Mláka,Jihočeský kraj
14.84668,49.06215,"34","29.881", ,řešeno,Mláka,Jihočeský kraj
14.8138,49.00329,"24","24.957", ,řešeno,Holičky u Staré Hlíny,Jihočeský kraj
14.87123,48.94855,"24","32.522", ,odstraněno,Majdalena,Jihočeský kraj
14.89323,48.8851,"24","40.373", ,odstraněno,Tušť,Jihočeský kraj
14.90219,48.86545,"24","42.656", ,řešeno,Tušť,Jihočeský kraj
14.92986,48.84558,"24","45.71", ,řešeno,Halámky,Jihočeský kraj
14.96376,48.82492,"24","49.194", ,řešeno,Krabonoš,Jihočeský kraj
14.93329,48.84398,"24","46.018", ,řešeno,Halámky,Jihočeský kraj
14.87081,48.94866,"24","32.495", ,řešeno,Majdalena,Jihočeský kraj
14.75428,49.01963,"24","19.434", ,řešeno,Třeboň,Jihočeský kraj
14.42566,48.88013,"39","1.231", ,řešeno,Kosov u Opalic,Jihočeský kraj
13.98307,48.79697,"39","45.503", ,řešeno,Pernek,Jihočeský kraj
13.7671,48.93454,"39","71.925", ,řešeno,Houžná,Jihočeský kraj
13.80906,48.92205,"39","67.643", ,odstraněno,Lenora,Jihočeský kraj
13.9098,48.86498,"39","55.611", ,odstraněno,Chlum u Volar,Jihočeský kraj
13.96667,48.81038,"39","47.51", ,řešeno,Želnava,Jihočeský kraj
14.0193,48.77548,"39","41.7", ,odstraněno,Horní Planá,Jihočeský kraj
14.02154,48.7711,"39","41.174", ,řešeno,Horní Planá,Jihočeský kraj
14.02188,48.77139,"39","41.201", ,řešeno,Horní Planá,Jihočeský kraj
14.03544,48.7632,"39","39.632", ,řešeno,Horní Planá,Jihočeský kraj
14.04158,48.75543,"39","38.541", ,odstraněno,Horní Planá,Jihočeský kraj
14.04305,48.755,"39","38.422", ,řešeno,Horní Planá,Jihočeský kraj
14.04433,48.75483,"39","38.322", ,řešeno,Horní Planá,Jihočeský kraj
14.06292,48.75227,"39","36.776", ,řešeno,Horní Planá,Jihočeský kraj
14.06402,48.75226,"39","36.7", ,řešeno,Horní Planá,Jihočeský kraj
14.0793,48.7468,"39","35.373", ,řešeno,Horní Planá,Jihočeský kraj
14.1829,48.76991,"39","25.859", ,odstraněno,Hořice na Šumavě,Jihočeský kraj
14.22163,48.79351,"39","21.512", ,řešeno,Kladenské Rovné,Jihočeský kraj
14.22642,48.79194,"39","21.129", ,řešeno,Kladenské Rovné,Jihočeský kraj
14.27377,48.81823,"39","16.007", ,řešeno,Kladné,Jihočeský kraj
14.27616,48.81836,"39","15.833", ,řešeno,Kladné,Jihočeský kraj
14.28117,48.81769,"39","15.43", ,řešeno,Kladné,Jihočeský kraj
14.29902,48.81519,"39","13.885", ,řešeno,Český Krumlov,Jihočeský kraj
14.29936,48.81541,"39","13.848", ,řešeno,Český Krumlov,Jihočeský kraj
14.33913,48.82743,"39","10.286", ,řešeno,Přísečná,Jihočeský kraj
14.33979,48.82788,"39","10.217", ,řešeno,Přísečná,Jihočeský kraj
14.34173,48.82868,"39","10.051", ,řešeno,Přísečná,Jihočeský kraj
14.34194,48.82887,"39","10.024", ,řešeno,Přísečná,Jihočeský kraj
14.35474,48.83916,"39","8.501", ,řešeno,Přísečná,Jihočeský kraj
14.36194,48.84148,"39","7.892", ,odstraněno,Rájov,Jihočeský kraj
14.36579,48.8445,"39","7.453", ,řešeno,Rájov,Jihočeský kraj
14.37177,48.84693,"39","6.939", ,řešeno,Rájov,Jihočeský kraj
14.38082,48.84768,"39","6.267", ,odstraněno,Rájov,Jihočeský kraj
14.39313,48.85334,"39","5.107", ,odstraněno,Dolní Třebonín,Jihočeský kraj
14.39616,48.85579,"39","4.752", ,řešeno,Dolní Třebonín,Jihočeský kraj
14.39668,48.85607,"39","4.705", ,odstraněno,Dolní Třebonín,Jihočeský kraj
14.3987,48.8578,"39","4.463", ,řešeno,Dolní Třebonín,Jihočeský kraj
14.40393,48.86205,"39","3.854", ,řešeno,Dolní Třebonín,Jihočeský kraj
14.40698,48.86479,"39","3.475", ,odstraněno,Dolní Třebonín,Jihočeský kraj
14.41778,48.8761,"39","1.98", ,řešeno,Kosov u Opalic,Jihočeský kraj
14.41855,48.87659,"39","1.9", ,řešeno,Kosov u Opalic,Jihočeský kraj
14.42664,48.8809,"39","1.118", ,řešeno,Kosov u Opalic,Jihočeský kraj
14.42686,48.88102,"39","1.098", ,řešeno,Kosov u Opalic,Jihočeský kraj
13.76524,49.45841,"20","128.298", ,řešeno,Lnáře,Jihočeský kraj
14.72086,49.10114,"24","9.219", ,řešeno,Lomnice nad Lužnicí,Jihočeský kraj
14.71574,49.13961,"24","4.786", ,řešeno,Ponědrážka,Jihočeský kraj
14.70867,49.15178,"24","3.305", ,řešeno,Horusice,Jihočeský kraj
14.69763,49.15954,"24","2.125", ,řešeno,Horusice,Jihočeský kraj
14.69787,49.15938,"24","2.15", ,řešeno,Horusice,Jihočeský kraj
14.70762,49.15288,"24","3.163", ,řešeno,Horusice,Jihočeský kraj
14.71298,49.14668,"24","3.972", ,řešeno,Ponědrážka,Jihočeský kraj
14.45374,48.64476,"3","151.091", ,odstraněno,Dolní Dvořiště,Jihočeský kraj
14.44267,48.65726,"3","149.126", ,řešeno,Dolní Dvořiště,Jihočeský kraj
14.46069,48.69154,"3","145.028", ,řešeno,Suchdol u Bujanova,Jihočeský kraj
14.45299,48.64863,"3","150.657", ,řešeno,Dolní Dvořiště,Jihočeský kraj
14.45285,48.64935,"3","150.576", ,řešeno,Dolní Dvořiště,Jihočeský kraj
14.45274,48.6503,"3","150.469", ,řešeno,Dolní Dvořiště,Jihočeský kraj
14.44692,48.65177,"3","149.861", ,řešeno,Dolní Dvořiště,Jihočeský kraj
14.44338,48.65371,"3","149.525", ,odstraněno,Dolní Dvořiště,Jihočeský kraj
14.44371,48.65918,"3","148.9", ,řešeno,Dolní Dvořiště,Jihočeský kraj
14.44766,48.6722,"3","147.415", ,odstraněno,Suchdol u Bujanova,Jihočeský kraj
14.4626,48.69338,"3","144.778", ,řešeno,Suchdol u Bujanova,Jihočeský kraj
14.46505,48.69533,"3","144.495", ,řešeno,Suchdol u Bujanova,Jihočeský kraj
14.4797,48.72688,"3","140.725", ,řešeno,Kaplice,Jihočeský kraj
14.48005,48.72804,"3","140.599", ,řešeno,Kaplice,Jihočeský kraj
14.48066,48.73071,"3","140.294", ,řešeno,Kaplice,Jihočeský kraj
14.48101,48.73515,"3","139.8", ,řešeno,Kaplice,Jihočeský kraj
14.48085,48.73552,"3","139.759", ,řešeno,Kaplice,Jihočeský kraj
14.48375,48.75016,"3","138.005", ,řešeno,Kaplice,Jihočeský kraj
14.48313,48.75131,"3","137.868", ,odstraněno,Kaplice,Jihočeský kraj
14.48251,48.75196,"3","137.782", ,odstraněno,Kaplice,Jihočeský kraj
14.47511,48.76236,"3","136.5", ,řešeno,Žďár u Kaplice,Jihočeský kraj
14.47461,48.76335,"3","136.385", ,řešeno,Žďár u Kaplice,Jihočeský kraj
14.4575,48.80096,"3","131.469", ,řešeno,ChodečZvíkov,Jihočeský kraj
14.4574,48.80101,"3","131.46", ,řešeno,ChodečZvíkov,Jihočeský kraj
14.45828,48.8211,"3","129.193", ,řešeno,Velešín,Jihočeský kraj
14.43757,48.89544,"3","121.164", ,řešeno,Kamenný Újezd,Jihočeský kraj
14.43816,48.89709,"3","120.976", ,řešeno,Kamenný Újezd,Jihočeský kraj
14.4404,48.90214,"3","120.39", ,řešeno,Kamenný Újezd,Jihočeský kraj
14.44091,48.90353,"3","120.231", ,řešeno,Kamenný Újezd,Jihočeský kraj
14.44127,48.90522,"3","120.041", ,řešeno,Kamenný Újezd,Jihočeský kraj
14.44112,48.90634,"3","119.915", ,řešeno,Kamenný Újezd,Jihočeský kraj
14.43628,48.91899,"3","118.413", ,řešeno,Boršov nad Vltavou,Jihočeský kraj
14.43777,48.92095,"3","118.172", ,řešeno,Boršov nad Vltavou,Jihočeský kraj
14.43966,48.92173,"3","118.012", ,řešeno,Boršov nad Vltavou,Jihočeský kraj
14.44109,48.9223,"3","117.889", ,řešeno,Boršov nad Vltavou,Jihočeský kraj
14.44514,48.92499,"3","117.458", ,řešeno,Boršov nad Vltavou,Jihočeský kraj
14.44606,48.92568,"3","117.357", ,řešeno,Boršov nad Vltavou,Jihočeský kraj
14.44768,48.92888,"3","116.982", ,řešeno,Boršov nad Vltavou,Jihočeský kraj
14.44743,48.92901,"3","116.971", ,řešeno,Boršov nad Vltavou,Jihočeský kraj
14.44754,48.93026,"3","116.828", ,řešeno,Boršov nad Vltavou,Jihočeský kraj
14.44871,48.94053,"3","115.683", ,řešeno,Planá u Českých Budějovic,Jihočeský kraj
14.44892,48.9408,"3","0.112", ,řešeno,Planá u Českých Budějovic,Jihočeský kraj
14.44863,48.93997,"3","115.744", ,řešeno,Planá u Českých Budějovic,Jihočeský kraj
14.44961,48.94183,"3","115.496", ,řešeno,Planá u Českých Budějovic,Jihočeský kraj
14.45044,48.94353,"3","115.352", ,řešeno,Planá u Českých Budějovic,Jihočeský kraj
14.45187,48.94539,"3","115.1", ,odstraněno,Planá u Českých Budějovic,Jihočeský kraj
14.45486,48.95479,"3","114.011", ,řešeno,Litvínovice,Jihočeský kraj
14.4547,48.95553,"3","113.929", ,řešeno,Litvínovice,Jihočeský kraj
14.45445,48.95585,"3","113.889", ,řešeno,Planá u Českých Budějovic,Jihočeský kraj
14.45385,48.95809,"3","113.637", ,řešeno,Litvínovice,Jihočeský kraj
14.45392,48.95804,"3","113.644", ,řešeno,Litvínovice,Jihočeský kraj
14.45366,48.95891,"3","113.545", ,řešeno,Litvínovice,Jihočeský kraj
14.45451,48.96079,"3","113.331", ,řešeno,Litvínovice,Jihočeský kraj
14.45492,48.961,"3","113.295", ,řešeno,Litvínovice,Jihočeský kraj
14.4555,48.96139,"3","113.234", ,řešeno,Litvínovice,Jihočeský kraj
14.45582,48.96171,"3","113.191", ,řešeno,Litvínovice,Jihočeský kraj
14.45723,48.96242,"3","113.065", ,řešeno,Litvínovice,Jihočeský kraj
14.45728,48.96289,"3","113.022", ,řešeno,Litvínovice,Jihočeský kraj
14.45778,48.96314,"3","113.001", ,řešeno,Litvínovice,Jihočeský kraj
14.4582,48.96346,"3","112.955", ,řešeno,Litvínovice,Jihočeský kraj
14.45874,48.96389,"3","112.892", ,řešeno,Litvínovice,Jihočeský kraj
14.45995,48.96479,"3","112.759", ,řešeno,České Budějovice 2,Jihočeský kraj
14.58033,49.00692,"34","8.309", ,řešeno,Lišov,Jihočeský kraj
14.58145,49.00708,"34","8.392", ,řešeno,Lišov,Jihočeský kraj
14.58642,49.00832,"34","8.781", ,odstraněno,Lišov,Jihočeský kraj
14.62388,49.01318,"34","11.899", ,řešeno,Lišov,Jihočeský kraj
14.62502,49.0128,"34","11.994", ,řešeno,Lišov,Jihočeský kraj
14.62575,49.0126,"34","12.052", ,řešeno,Lišov,Jihočeský kraj
14.62586,49.01259,"34","12.061", ,řešeno,Lišov,Jihočeský kraj
14.62828,49.01175,"34","12.261", ,odstraněno,Lišov,Jihočeský kraj
14.62846,49.01162,"34","12.281", ,odstraněno,Lišov,Jihočeský kraj
14.69071,48.99738,"34","17.345", ,řešeno,Štěpánovice u Českých Budějovic,Jihočeský kraj
14.69504,48.99729,"34","17.661", ,řešeno,Štěpánovice u Českých Budějovic,Jihočeský kraj
14.69543,48.99747,"34","17.689", ,řešeno,Štěpánovice u Českých Budějovic,Jihočeský kraj
14.73947,49.00157,"34","21.005", ,řešeno,Břilice,Jihočeský kraj
14.74748,49.00571,"34","21.749", ,řešeno,Třeboň,Jihočeský kraj
14.75273,49.00738,"34","22.173", ,řešeno,Třeboň,Jihočeský kraj
14.7496,49.00622,"34","21.912", ,odstraněno,Třeboň,Jihočeský kraj
14.74545,49.00454,"34","21.553", ,řešeno,Třeboň,Jihočeský kraj
14.74141,49.00238,"34","21.172", ,odstraněno,Břilice,Jihočeský kraj
14.69674,48.99734,"34","17.786", ,řešeno,Štěpánovice u Českých Budějovic,Jihočeský kraj
14.69373,48.99742,"34","17.565", ,řešeno,Štěpánovice u Českých Budějovic,Jihočeský kraj
14.67423,48.99703,"34","16.107", ,řešeno,Štěpánovice u Českých Budějovic,Jihočeský kraj
14.67112,48.99744,"34","15.875", ,řešeno,Štěpánovice u Českých Budějovic,Jihočeský kraj
14.66972,48.99773,"34","15.768", ,řešeno,Štěpánovice u Českých Budějovic,Jihočeský kraj
14.5936,49.01156,"34","9.422", ,řešeno,Lišov,Jihočeský kraj
14.59344,49.01159,"34","9.415", ,řešeno,Lišov,Jihočeský kraj
14.59161,49.0103,"34","9.22", ,řešeno,Lišov,Jihočeský kraj
14.59219,49.01057,"34","9.272", ,řešeno,Lišov,Jihočeský kraj
14.59256,49.01093,"34","9.319", ,řešeno,Lišov,Jihočeský kraj
14.59078,49.00983,"34","9.141", ,řešeno,Lišov,Jihočeský kraj
14.58303,49.00735,"34","8.511", ,odstraněno,Lišov,Jihočeský kraj
14.58152,49.00711,"34","8.398", ,řešeno,Lišov,Jihočeský kraj
14.57759,49.00604,"34","8.087", ,řešeno,Jivno,Jihočeský kraj
14.57608,49.0052,"34","7.939", ,řešeno,Jivno,Jihočeský kraj
14.46044,48.96488,"3","112.727", ,řešeno,České Budějovice 2,Jihočeský kraj
14.46021,48.96481,"3","112.745", ,řešeno,České Budějovice 2,Jihočeský kraj
14.46021,48.96467,"3","112.757", ,řešeno,České Budějovice 2,Jihočeský kraj
14.4598,48.96455,"3","112.786", ,řešeno,České Budějovice 2,Jihočeský kraj
14.45955,48.96428,"3","112.821", ,řešeno,České Budějovice 2,Jihočeský kraj
14.45937,48.96401,"3","112.853", ,řešeno,České Budějovice 2,Jihočeský kraj
14.45797,48.96293,"3","113.01", ,řešeno,Litvínovice,Jihočeský kraj
14.45797,48.96285,"3","113.014", ,řešeno,Litvínovice,Jihočeský kraj
14.45696,48.96237,"3","113.082", ,řešeno,Litvínovice,Jihočeský kraj
14.45569,48.96137,"3","113.227", ,řešeno,Litvínovice,Jihočeský kraj
14.45538,48.96113,"3","113.262", ,řešeno,Litvínovice,Jihočeský kraj
14.45486,48.96083,"3","113.311", ,řešeno,Litvínovice,Jihočeský kraj
14.45443,48.96031,"3","113.378", ,řešeno,Litvínovice,Jihočeský kraj
14.454,48.95967,"3","113.458", ,řešeno,Litvínovice,Jihočeský kraj
