X,Y,kom,stan,typ,stav,ku,NAZ_CZNUTS3
16.08488,49.3204,D1,"150.944", ,řešeno,Jabloňov u Velkého Meziříčí,Kraj Vysočina
15.51046,49.48866,D1,"103.721",most,odstraněno,Petrovice u Štoků,Kraj Vysočina
15.64016,49.43795,D1,"115.078", ,odstraněno,Heroltice u Jihlavy,Kraj Vysočina
15.25839,49.58458,D1,"80.681", ,odstraněno,Koberovice,Kraj Vysočina
15.21542,49.59798,D1,"77.038", ,odstraněno,Vojslavice nad Želivkou,Kraj Vysočina
16.27677,49.27003,D1,"166.215", ,odstraněno,Velká Bíteš,Kraj Vysočina
16.26538,49.27113,D1,"165.375", ,odstraněno,Velká Bíteš,Kraj Vysočina
16.25638,49.27166,D1,"164.721", ,odstraněno,Velká Bíteš,Kraj Vysočina
16.21092,49.27865,D1,"161.331", ,odstraněno,Velká Bíteš,Kraj Vysočina
16.21503,49.27646,D1,"161.8", ,řešeno,Velká Bíteš,Kraj Vysočina
16.20293,49.2808,D1,"160.705", ,odstraněno,Velká Bíteš,Kraj Vysočina
16.20141,49.28095,D1,"160.572", ,odstraněno,Velká Bíteš,Kraj Vysočina
16.19466,49.28419,D1,"159.964", ,odstraněno,Nové Sady u Velké Bíteše,Kraj Vysočina
16.19432,49.28396,D1,"159.922", ,odstraněno,Nové Sady u Velké Bíteše,Kraj Vysočina
16.18279,49.29041,D1,"158.881", ,odstraněno,Nové Sady u Velké Bíteše,Kraj Vysočina
16.17801,49.29335,D1,"158.416", ,odstraněno,Bezděkov u Velké Bíteše,Kraj Vysočina
16.17647,49.29369,D1,"158.293", ,odstraněno,Bezděkov u Velké Bíteše,Kraj Vysočina
16.17186,49.2957,D1,"157.867", ,odstraněno,Bezděkov u Velké Bíteše,Kraj Vysočina
16.16692,49.29795,D1,"157.445", ,odstraněno,Bezděkov u Velké Bíteše,Kraj Vysočina
16.16156,49.2993,D1,"157.015", ,odstraněno,Holubí Zhoř,Kraj Vysočina
16.15605,49.30076,D1,"156.581", ,odstraněno,Holubí Zhoř,Kraj Vysočina
16.15339,49.3015,D1,"156.371",most,dílčí odstranění,Holubí Zhoř,Kraj Vysočina
16.1505,49.30225,D1,"156.141", ,odstraněno,Holubí Zhoř,Kraj Vysočina
16.14956,49.30207,D1,"156.085", ,odstraněno,Holubí Zhoř,Kraj Vysočina
16.14585,49.30299,D1,"155.793", ,odstraněno,Holubí Zhoř,Kraj Vysočina
16.13745,49.30394,D1,"155.179", ,odstraněno, ,Kraj Vysočina
16.13576,49.30416,D1,"155.047", ,odstraněno, ,Kraj Vysočina
16.12756,49.30552,D1,"154.432", ,odstraněno,Tasov,Kraj Vysočina
16.11656,49.30902,D1,"153.529", ,odstraněno,Lhotka u Velkého Meziříčí,Kraj Vysočina
16.09925,49.31655,D1,"152.022", ,odstraněno,Jabloňov u Velkého Meziříčí,Kraj Vysočina
16.09976,49.31668,D1,"0.049", ,odstraněno,Jabloňov u Velkého Meziříčí,Kraj Vysočina
16.08914,49.32022,D1,"151.184", ,odstraněno,Jabloňov u Velkého Meziříčí,Kraj Vysočina
16.08419,49.32235,D1,"150.749", ,odstraněno,Jabloňov u Velkého Meziříčí,Kraj Vysočina
16.08032,49.32428,D1,"150.388", ,odstraněno,Jabloňov u Velkého Meziříčí,Kraj Vysočina
16.06989,49.33157,D1,"149.252", ,odstraněno,Jabloňov u Velkého Meziříčí,Kraj Vysočina
16.06023,49.33657,D1,"148.382", ,odstraněno,Petráveč,Kraj Vysočina
16.05322,49.34057,D1,"147.704", ,odstraněno,Dolní Radslavice,Kraj Vysočina
16.05458,49.33924,D1,"147.871", ,odstraněno,Petráveč,Kraj Vysočina
16.04317,49.34628,D1,"146.77", ,odstraněno,Velké Meziříčí,Kraj Vysočina
16.04147,49.34713,D1,"146,6",pilon,řešeno,Velké Meziříčí,Kraj Vysočina
16.04027,49.34777,D1,"0.012", ,odstraněno,Velké Meziříčí,Kraj Vysočina
16.03334,49.35309,D1,"145.694",totem,není RZ,Velké Meziříčí,Kraj Vysočina
16.02416,49.35685,D1,"144.883", ,odstraněno,Velké Meziříčí,Kraj Vysočina
16.02054,49.35804,D1,"0.166", ,odstraněno,Velké Meziříčí,Kraj Vysočina
16.0106,49.36222,D1,"143.751", ,odstraněno,Velké Meziříčí,Kraj Vysočina
15.99831,49.36312,D1,"142.848",pilon,odstraněno,Velké Meziříčí,Kraj Vysočina
15.9689,49.37093,D1,"0.01", ,není RZ,Lavičky,Kraj Vysočina
15.957,49.3753,D1,"139.558", ,odstraněno,Kochánov u Stránecké Zhoře,Kraj Vysočina
15.94568,49.37826,D1,"0.059", ,odstraněno,Stránecká Zhoř,Kraj Vysočina
15.94323,49.37977,D1,"138.438", ,odstraněno,Kochánov u Stránecké Zhoře,Kraj Vysočina
15.93958,49.38096,D1,"138.14", ,odstraněno,Kochánov u Stránecké Zhoře,Kraj Vysočina
15.93533,49.38186,D1,"137.815", ,odstraněno,Stránecká Zhoř,Kraj Vysočina
15.93385,49.38278,D1,"137.676", ,odstraněno,Stránecká Zhoř,Kraj Vysočina
15.92936,49.38391,D1,"137.326", ,odstraněno,Stránecká Zhoř,Kraj Vysočina
15.92816,49.38472,D1,"137.209", ,odstraněno,Stránecká Zhoř,Kraj Vysočina
15.92542,49.38516,D1,"137.009", ,odstraněno,Stránecká Zhoř,Kraj Vysočina
15.92234,49.38718,D1,"0.156", ,odstraněno,Stránecká Zhoř,Kraj Vysočina
15.91688,49.38791,D1,"136.319", ,odstraněno,Stránecká Zhoř,Kraj Vysočina
15.90936,49.38968,D1,"135.737", ,odstraněno,Pustina u Měřína,Kraj Vysočina
15.90782,49.39029,D1,"135.602", ,odstraněno,Pustina u Měřína,Kraj Vysočina
15.90281,49.39141,D1,"135.217", ,odstraněno,Měřín,Kraj Vysočina
15.86873,49.39928,D1,"132.569", ,odstraněno,Měřín,Kraj Vysočina
15.86152,49.4002,D1,"132.053", ,odstraněno,Měřín,Kraj Vysočina
15.85467,49.40177,D1,"131.512", ,odstraněno,Měřín,Kraj Vysočina
15.85188,49.40431,D1,"131.6",Budova,řešeno,Meziříčko u Jihlavy,Kraj Vysočina
15.84582,49.403,D1,"130.872", ,odstraněno,Meziříčko u Jihlavy,Kraj Vysočina
15.83526,49.40442,D1,"130.089", ,odstraněno,Meziříčko u Jihlavy,Kraj Vysočina
15.82502,49.40517,D1,"129.343", ,odstraněno,Meziříčko u Jihlavy,Kraj Vysočina
15.81761,49.40626,D1,"128.762", ,odstraněno,Meziříčko u Jihlavy,Kraj Vysočina
15.80823,49.40715,D1,"128.102", ,odstraněno,Meziříčko u Jihlavy,Kraj Vysočina
15.79491,49.40739,D1,"127.128", ,odstraněno,Řehořov,Kraj Vysočina
15.78788,49.40833,D1,"127.3",ocel. konstrukce,řešeno,Řehořov,Kraj Vysočina
15.78627,49.40706,D1,"126.499", ,odstraněno,Řehořov,Kraj Vysočina
15.76792,49.40894,D1,"125.126", ,odstraněno,Věžnice,Kraj Vysočina
15.74509,49.40992,D1,"123.46", ,odstraněno,Rybné,Kraj Vysočina
15.742,49.40997,D1,"123.258", ,odstraněno,Rybné,Kraj Vysočina
15.73615,49.41101,D1,"122.8", ,odstraněno,Rybné,Kraj Vysočina
15.73527,49.41079,D1,"122.76", ,odstraněno,Rybné,Kraj Vysočina
15.72912,49.41136,D1,"122.308", ,odstraněno,Rybné,Kraj Vysočina
15.72793,49.41172,D1,"122.199", ,odstraněno,Rybné,Kraj Vysočina
15.71979,49.41175,D1,"121.636", ,odstraněno,Kozlov u Jihlavy,Kraj Vysočina
15.7193,49.41223,D1,"121.59",totem,odstraněno,Kozlov u Jihlavy,Kraj Vysočina
15.71977,49.41312,D1,"0.303",Budova,odstraněno,Kozlov u Jihlavy,Kraj Vysočina
15.71355,49.41361,D1,"121.147", ,odstraněno,Kozlov u Jihlavy,Kraj Vysočina
15.70777,49.4164,D1,"120.598", ,odstraněno,Kozlov u Jihlavy,Kraj Vysočina
15.70289,49.41842,D1,"120.205", ,odstraněno,Kozlov u Jihlavy,Kraj Vysočina
15.65943,49.42835,D1,"116.835", ,odstraněno,Měšín,Kraj Vysočina
15.65777,49.42905,D1,"116.693", ,odstraněno,Měšín,Kraj Vysočina
15.65158,49.43187,D1,"116.146", ,odstraněno,Měšín,Kraj Vysočina
15.63209,49.44227,D1,"114.31", ,odstraněno,Heroltice u Jihlavy,Kraj Vysočina
15.63925,49.43882,D1,"114.966", ,odstraněno,Heroltice u Jihlavy,Kraj Vysočina
15.62658,49.44436,D1,"113.869", ,odstraněno,Heroltice u Jihlavy,Kraj Vysočina
15.59076,49.45347,D1,"0.12",Oplocení,není RZ,Pávov,Kraj Vysočina
15.58903,49.45452,D1,"0.074", ,odstraněno,Pávov,Kraj Vysočina
15.59195,49.45554,D1,"111.001", ,odstraněno,Pávov,Kraj Vysočina
15.59059,49.45605,D1,"110.883", ,odstraněno,Pávov,Kraj Vysočina
15.57221,49.46757,D1,"109.005", ,odstraněno,Pávov,Kraj Vysočina
15.57015,49.4686,D1,"108.82", ,odstraněno,Pávov,Kraj Vysočina
15.55444,49.47906,D1,"107.115",most,řešeno,Smrčná na Moravě,Kraj Vysočina
15.54947,49.47964,D1,"106.751", ,odstraněno,Smrčná na Moravě,Kraj Vysočina
15.53793,49.48141,D1,"105.895", ,odstraněno,Smrčná na Moravě,Kraj Vysočina
15.5315,49.48274,D1,"105.409", ,odstraněno,Smrčná na Moravě,Kraj Vysočina
15.52155,49.48563,D1,"104.626", ,odstraněno,Petrovice u Štoků,Kraj Vysočina
15.49905,49.49133,D1,"102.844", ,odstraněno,Úsobí,Kraj Vysočina
15.49065,49.49334,D1,"102.196", ,odstraněno, ,Kraj Vysočina
15.4813,49.49701,D1,"101.399", ,odstraněno, ,Kraj Vysočina
15.47212,49.50383,D1,"100.388", ,odstraněno, ,Kraj Vysočina
15.4606,49.51318,D1,"99.076", ,odstraněno,Slavníč,Kraj Vysočina
15.4611,49.51323,D1,"99.059", ,odstraněno,Slavníč,Kraj Vysočina
15.45782,49.51589,D1,"98.683", ,odstraněno,Slavníč,Kraj Vysočina
15.45067,49.51824,D1,"98.102", ,odstraněno,Slavníč,Kraj Vysočina
15.5721,49.62142,"38","140.687", ,odstraněno,Havlíčkův Brod,Kraj Vysočina
15.59026,49.50742,"38","153.65", ,odstraněno,Štoky,Kraj Vysočina
15.58592,49.55717,"38","148.044", ,odstraněno,Suchá u Havlíčkova Brodu,Kraj Vysočina
15.58192,49.5683,"38","146.771", ,řešeno,Suchá u Havlíčkova Brodu,Kraj Vysočina
15.57927,49.57724,"38","145.758", ,řešeno,Šmolovy u Havlíčkova Brodu,Kraj Vysočina
15.58108,49.57113,"38","146.449", ,řešeno,Suchá u Havlíčkova Brodu,Kraj Vysočina
15.57919,49.5815,"38","145.284", ,řešeno,Šmolovy u Havlíčkova Brodu,Kraj Vysočina
15.57935,49.58741,"38","144.624", ,řešeno,Havlíčkův Brod,Kraj Vysočina
15.5792,49.58836,"38","144.52", ,odstraněno,Havlíčkův Brod,Kraj Vysočina
15.56715,49.63508,"38","139.131", ,řešeno,Knyk,Kraj Vysočina
15.56115,49.64333,"38","138.112", ,řešeno,Knyk,Kraj Vysočina
15.55705,49.64705,"38","137.608", ,řešeno,Veselý Žďár,Kraj Vysočina
15.56071,49.64381,"38","138.05", ,řešeno,Knyk,Kraj Vysočina
15.56059,49.64421,"38","138.007", ,řešeno,Knyk,Kraj Vysočina
15.53723,49.67746,"38","133.916", ,odstraněno,Olešná u Havlíčkova Brodu,Kraj Vysočina
15.53671,49.67862,"38","133.782", ,odstraněno,Olešná u Havlíčkova Brodu,Kraj Vysočina
15.53659,49.67958,"38","133.676", ,řešeno,Olešná u Havlíčkova Brodu,Kraj Vysočina
15.53675,49.68224,"38","133.381", ,odstraněno,Olešná u Havlíčkova Brodu,Kraj Vysočina
15.5333,49.68654,"38","132.827", ,odstraněno,Skuhrov u Havlíčkova Brodu,Kraj Vysočina
15.5312,49.68795,"38","132.605", ,řešeno,Skuhrov u Havlíčkova Brodu,Kraj Vysočina
15.53008,49.6896,"38","132.402", ,řešeno,Skuhrov u Havlíčkova Brodu,Kraj Vysočina
15.50968,49.72218,"38","128.448", ,odstraněno,Kámen u Habrů,Kraj Vysočina
15.46538,49.83624,"38","114.584", ,odstraněno,Golčův Jeníkov,Kraj Vysočina
15.46553,49.8364,"38","114.566", ,odstraněno,Golčův Jeníkov,Kraj Vysočina
15.46521,49.83696,"38","114.505", ,řešeno,Golčův Jeníkov,Kraj Vysočina
15.47813,49.80429,"38","118.433", ,řešeno,Golčův Jeníkov,Kraj Vysočina
15.53131,49.68752,"38","132.649", ,řešeno,Skuhrov u Havlíčkova Brodu,Kraj Vysočina
15.56442,49.63761,"38","138.791", ,řešeno,Knyk,Kraj Vysočina
15.55834,49.59561,"34","117.229", ,odstraněno,Šmolovy u Havlíčkova Brodu,Kraj Vysočina
15.55449,49.59371,"34","116.877", ,odstraněno,Šmolovy u Havlíčkova Brodu,Kraj Vysočina
15.50349,49.57075,"34","112.303", ,řešeno,Kvasetice u Květinova,Kraj Vysočina
15.38517,49.18725,"23","56.3", ,řešeno,Mrákotín u Telče,Kraj Vysočina
15.38557,49.18761,"23","56.275", ,řešeno,Mrákotín u Telče,Kraj Vysočina
15.40345,49.1803,"23","58.258", ,řešeno,Krahulčí u Telče,Kraj Vysočina
15.58966,49.1776,"23","73.573", ,řešeno,Stará Říše,Kraj Vysočina
15.75251,49.19581,"23","86.933", ,odstraněno,Rokytnice nad Rokytnou,Kraj Vysočina
15.75728,49.1961,"23","87.278", ,odstraněno,Rokytnice nad Rokytnou,Kraj Vysočina
15.83727,49.21175,"23","93.606", ,odstraněno,Řípov,Kraj Vysočina
15.84007,49.21102,"23","93.827", ,dílčí odstranění,Řípov,Kraj Vysočina
15.84061,49.21064,"23","93.879", ,odstraněno,Řípov,Kraj Vysočina
15.91636,49.2154,"23","99.905", ,odstraněno,Ptáčov,Kraj Vysočina
15.92161,49.21518,"23","100.291", ,odstraněno,Ptáčov,Kraj Vysočina
15.93375,49.21528,"23","101.179", ,řešeno,Ptáčov,Kraj Vysočina
16.005,49.21101,"23","106.6", ,odstraněno,Vladislav,Kraj Vysočina
16.03064,49.21396,"23","108.514", ,řešeno,Koněšín,Kraj Vysočina
16.03197,49.21397,"23","108.613", ,odstraněno,Koněšín,Kraj Vysočina
16.07173,49.21738,"23","111.563", ,odstraněno,Studenec u Třebíče,Kraj Vysočina
16.07354,49.21731,"23","111.697", ,odstraněno,Studenec u Třebíče,Kraj Vysočina
16.07341,49.21747,"23","111.688", ,odstraněno,Studenec u Třebíče,Kraj Vysočina
16.09144,49.21617,"23","113.019", ,odstraněno,Okarec,Kraj Vysočina
16.13333,49.21277,"23","116.223", ,řešeno,Náměšť nad Oslavou,Kraj Vysočina
16.13563,49.21203,"23","116.408", ,odstraněno,Náměšť nad Oslavou,Kraj Vysočina
16.13751,49.21149,"23","116.558", ,odstraněno,Náměšť nad Oslavou,Kraj Vysočina
16.18117,49.1974,"23","120.209", ,odstraněno,Kralice nad Oslavou,Kraj Vysočina
15.60434,49.60711,"34","121.801", ,řešeno,Havlíčkův Brod,Kraj Vysočina
15.60489,49.60729,"34","0", ,řešeno,Havlíčkův Brod,Kraj Vysočina
15.61654,49.61164,"34","122.849", ,řešeno,Havlíčkův Brod,Kraj Vysočina
15.62222,49.61315,"34","123.303", ,odstraněno,Kyjov u Havlíčkova Brodu,Kraj Vysočina
15.64132,49.61256,"34","124.808", ,řešeno,Pohled,Kraj Vysočina
15.64154,49.61153,"19","143.266", ,řešeno,Pohled,Kraj Vysočina
15.71485,49.5949,"19","149.913", ,řešeno,Dobrá,Kraj Vysočina
15.72512,49.58755,"19","151.071", ,odstraněno,Dobrá,Kraj Vysočina
15.78783,49.56534,"19","157.348", ,řešeno,Nové Dvory u Velké Losenice,Kraj Vysočina
15.87608,49.55706,"19","164.264", ,řešeno,Sázava u Žďáru nad Sázavou,Kraj Vysočina
16.00197,49.56109,"19","173.713", ,odstraněno,Veselíčko u Žďáru nad Sázavou,Kraj Vysočina
16.00831,49.56196,"19","174.18", ,odstraněno,Veselíčko u Žďáru nad Sázavou,Kraj Vysočina
16.01273,49.56225,"19","174.52", ,odstraněno,Veselíčko u Žďáru nad Sázavou,Kraj Vysočina
16.02063,49.56091,"19","175.125", ,odstraněno,Slavkovice,Kraj Vysočina
16.03855,49.56199,"19","176.539", ,řešeno,Radňovice,Kraj Vysočina
16.04102,49.56138,"19","176.735", ,odstraněno,Radňovice,Kraj Vysočina
16.05269,49.5608,"19","177.598", ,odstraněno,Radňovice,Kraj Vysočina
16.06736,49.55639,"19","178.807", ,řešeno,Nové Město na Moravě,Kraj Vysočina
16.10186,49.55552,"19","181.676", ,odstraněno,Nové Město na Moravě,Kraj Vysočina
16.16356,49.54731,"19","186.737", ,odstraněno,Rovné,Kraj Vysočina
16.23069,49.53172,"19","192.124", ,odstraněno,Domanín u Bystřice nad Pernštejnem,Kraj Vysočina
16.23701,49.52988,"19","192.625", ,odstraněno,Domanínek,Kraj Vysočina
16.23829,49.52978,"19","192.718", ,odstraněno,Domanínek,Kraj Vysočina
16.33456,49.50726,"19","200.773", ,odstraněno,Štěpánov nad Svratkou,Kraj Vysočina
16.27745,49.52338,"19","195.662", ,řešeno,Bystřice nad Pernštejnem,Kraj Vysočina
16.26629,49.52535,"19","194.81", ,řešeno,Bystřice nad Pernštejnem,Kraj Vysočina
16.1096,49.54946,"19","182.566", ,odstraněno,Olešná na Moravě,Kraj Vysočina
16.00851,49.47448,"37","118.11", ,odstraněno,Suky,Kraj Vysočina
15.96952,49.52394,"37","111.55", ,odstraněno,Vatín,Kraj Vysočina
15.96895,49.52424,"37","111.514", ,řešeno,Vatín,Kraj Vysočina
15.93489,49.58872,"37","103.554", ,odstraněno,Zámek Žďár,Kraj Vysočina
15.93506,49.59178,"37","103.214", ,řešeno,Stržanov,Kraj Vysočina
15.93449,49.59829,"37","102.463", ,odstraněno,Stržanov,Kraj Vysočina
15.92827,49.62382,"37","99.545", ,řešeno,Škrdlovice,Kraj Vysočina
15.93128,49.61314,"37","100.754", ,odstraněno,Polnička,Kraj Vysočina
15.92667,49.62835,"37","99.029", ,řešeno,Škrdlovice,Kraj Vysočina
15.92549,49.62902,"37","98.921", ,odstraněno,Škrdlovice,Kraj Vysočina
15.92547,49.62981,"37","98.848", ,řešeno,Škrdlovice,Kraj Vysočina
15.92161,49.63298,"37","98.396", ,řešeno,Škrdlovice,Kraj Vysočina
15.91461,49.64287,"37","97.166", ,řešeno,Karlov,Kraj Vysočina
15.91474,49.64337,"37","97.119", ,řešeno,Karlov,Kraj Vysočina
15.91345,49.64535,"37","96.881", ,odstraněno,Karlov,Kraj Vysočina
15.90955,49.64977,"37","96.315", ,odstraněno,Karlov,Kraj Vysočina
15.88081,49.67738,"37","92.485", ,odstraněno,Vojnův Městec,Kraj Vysočina
15.81728,49.75305,"37","80.667", ,řešeno,Kocourov u Slavíkova,Kraj Vysočina
15.43457,49.51659,D1,"96.917", ,odstraněno,Kamenice u Herálce,Kraj Vysočina
15.39998,49.51697,D1,"94.374", ,odstraněno,Kamenice u Herálce,Kraj Vysočina
15.40013,49.51661,D1,"94.436", ,odstraněno,Kamenice u Herálce,Kraj Vysočina
15.38377,49.52206,D1,"93.104", ,odstraněno,Humpolec,Kraj Vysočina
15.37814,49.52374,D1,"92.624", ,odstraněno,Humpolec,Kraj Vysočina
15.36314,49.52494,D1,"91.563", ,odstraněno,Humpolec,Kraj Vysočina
15.50171,49.56998,"34","112.146", ,odstraněno, ,Kraj Vysočina
15.50148,49.56975,"34","112.118", ,odstraněno, ,Kraj Vysočina
15.3713,49.53815,"34","101.704", ,řešeno,Humpolec,Kraj Vysočina
15.37192,49.5384,"34","101.754", ,řešeno,Humpolec,Kraj Vysočina
15.37076,49.53815,"34","101.667", ,řešeno,Humpolec,Kraj Vysočina
15.36835,49.53795,"34","101.486", ,řešeno,Humpolec,Kraj Vysočina
15.36755,49.53769,"34","101.428", ,řešeno,Humpolec,Kraj Vysočina
15.61101,49.45997,"38","0", ,řešeno,Střítež u Jihlavy,Kraj Vysočina
15.60661,49.4429,"38","161.419", ,odstraněno,Pávov,Kraj Vysočina
15.60542,49.44161,"38","161.587", ,odstraněno,Pávov,Kraj Vysočina
15.60283,49.43945,"38","161.89", ,řešeno,Pávov,Kraj Vysočina
15.57348,49.4076,"38","166.17", ,odstraněno,Jihlava,Kraj Vysočina
15.35115,49.53216,"34","100.016", ,odstraněno,Humpolec,Kraj Vysočina
15.35052,49.53145,"34","99.926", ,odstraněno,Humpolec,Kraj Vysočina
15.3499,49.52981,"34","99.738", ,řešeno,Humpolec,Kraj Vysočina
15.34965,49.52956,"34","99.71", ,řešeno,Humpolec,Kraj Vysočina
15.34978,49.52929,"34","99.68", ,řešeno,Humpolec,Kraj Vysočina
15.3503,49.52751,"34","99.486", ,řešeno,Humpolec,Kraj Vysočina
15.34841,49.52204,"34","98.866", ,řešeno,Vystrkov u Humpolce,Kraj Vysočina
15.34688,49.51819,"34","98.423", ,odstraněno,Vystrkov u Humpolce,Kraj Vysočina
15.3409,49.51137,"34","97.529", ,odstraněno,Komorovice,Kraj Vysočina
15.34121,49.51121,"34","97.534", ,řešeno,Komorovice,Kraj Vysočina
15.30854,49.49601,"34","94.429", ,odstraněno,Velký Rybník u Humpolce,Kraj Vysočina
15.30716,49.49596,"34","94.334", ,řešeno,Velký Rybník u Humpolce,Kraj Vysočina
15.29538,49.49125,"34","93.329", ,odstraněno,Onšovice u Dehtářů,Kraj Vysočina
15.29386,49.49109,"34","93.225", ,odstraněno,Onšovice u Dehtářů,Kraj Vysočina
15.29298,49.49054,"34","93.14", ,odstraněno,Onšovice u Dehtářů,Kraj Vysočina
15.29051,49.48888,"34","92.883", ,řešeno,Onšovice u Dehtářů,Kraj Vysočina
15.29038,49.48903,"34","92.889", ,řešeno,Onšovice u Dehtářů,Kraj Vysočina
15.27546,49.47751,"34","91.165", ,odstraněno,Dehtáře,Kraj Vysočina
15.28768,49.48631,"34","92.53", ,dílčí odstranění,Onšovice u Dehtářů,Kraj Vysočina
15.2619,49.47037,"34","89.855", ,odstraněno,Kojčice,Kraj Vysočina
15.24639,49.46278,"34","88.445", ,odstraněno,Služátky u Pelhřimova,Kraj Vysočina
15.2457,49.46167,"34","88.317", ,odstraněno,Služátky u Pelhřimova,Kraj Vysočina
15.23875,49.45212,"34","87.123", ,odstraněno,Pelhřimov,Kraj Vysočina
15.234,49.44882,"34","86.62", ,odstraněno,Pelhřimov,Kraj Vysočina
15.0874,49.42837,"19","132.091", ,řešeno,Leskovice,Kraj Vysočina
15.08171,49.42872,"19","131.678", ,odstraněno,Leskovice,Kraj Vysočina
14.99197,49.42459,"19","124.533", ,odstraněno,Věžná,Kraj Vysočina
15.07865,49.42839,"19","131.455", ,dílčí odstranění,Leskovice,Kraj Vysočina
15.06812,49.28355,"34","61.849", ,dílčí odstranění,Kamenice nad Lipou,Kraj Vysočina
15.06789,49.28857,"34","62.41", ,řešeno,Kamenice nad Lipou,Kraj Vysočina
15.06781,49.29516,"34","63.17", ,dílčí odstranění,Kamenice nad Lipou,Kraj Vysočina
15.07899,49.30984,"34","65.225", ,řešeno,Kamenice nad Lipou,Kraj Vysočina
15.07905,49.3104,"34","65.274", ,odstraněno,Kamenice nad Lipou,Kraj Vysočina
15.08624,49.32022,"34","66.486", ,odstraněno,Kamenice nad Lipou,Kraj Vysočina
15.09347,49.32789,"34","67.513", ,dílčí odstranění,Pravíkov,Kraj Vysočina
15.11047,49.33626,"34","69.122", ,odstraněno,Pravíkov,Kraj Vysočina
15.11232,49.33702,"34","69.279", ,odstraněno,Pravíkov,Kraj Vysočina
15.117,49.33829,"34","69.648", ,odstraněno,Pravíkov,Kraj Vysočina
15.12735,49.34239,"34","70.548", ,odstraněno,Střítež u Božejova,Kraj Vysočina
15.13542,49.34774,"34","71.4", ,odstraněno,Božejov,Kraj Vysočina
15.21352,49.4109,"34","81.75", ,řešeno,Myslotín,Kraj Vysočina
15.32481,49.55457,D1,"86.741", ,odstraněno,Jiřice u Humpolce,Kraj Vysočina
15.33933,49.53053,D1,"89.658", ,odstraněno,Hněvkovice u Humpolce,Kraj Vysočina
15.33212,49.53792,D1,"88.69", ,odstraněno,Hněvkovice u Humpolce,Kraj Vysočina
15.33288,49.53641,D1,"88.87", ,odstraněno,Humpolec,Kraj Vysočina
15.33172,49.54035,D1,"88.407", ,odstraněno,Humpolec,Kraj Vysočina
15.3305,49.5431,D1,"88.104", ,odstraněno,Jiřice u Humpolce,Kraj Vysočina
15.33034,49.54542,D1,"87.829", ,odstraněno,Jiřice u Humpolce,Kraj Vysočina
15.32611,49.5527,D1,"86.974", ,odstraněno,Jiřice u Humpolce,Kraj Vysočina
15.3179,49.55834,D1,"86.115",pilon,odstraněno,Jiřice u Humpolce,Kraj Vysočina
15.30822,49.56158,D1,"85.276", ,odstraněno,Jiřice u Humpolce,Kraj Vysočina
15.30415,49.56203,D1,"84.983", ,odstraněno,Jiřice u Humpolce,Kraj Vysočina
15.29877,49.5623,D1,"84.621", ,odstraněno,Jiřice u Humpolce,Kraj Vysočina
15.28457,49.56775,D1,"83.394", ,odstraněno,Speřice,Kraj Vysočina
15.28421,49.5675,D1,"83.415", ,odstraněno,Speřice,Kraj Vysočina
15.28683,49.56634,D1,"83.646", ,odstraněno,Speřice,Kraj Vysočina
15.59372,49.47427,"38","157.427", ,odstraněno,Štoky,Kraj Vysočina
15.60248,49.43794,"38","162.039", ,odstraněno,Pávov,Kraj Vysočina
15.59568,49.43106,"38","162.953", ,odstraněno,Bedřichov u Jihlavy,Kraj Vysočina
15.59605,49.43105,"38","162.939", ,odstraněno,Bedřichov u Jihlavy,Kraj Vysočina
15.57664,49.33327,"38","175.696", ,řešeno,Vílanec,Kraj Vysočina
15.66695,49.14736,"38","198.172", ,řešeno,Želetava,Kraj Vysočina
15.75448,49.08445,"38","207.881", ,odstraněno,Jakubov u Moravských Budějovic,Kraj Vysočina
15.7798,49.06322,"38","211.121", ,dílčí odstranění,Litohoř,Kraj Vysočina
15.78527,49.06078,"38","211.612", ,řešeno,Moravské Budějovice,Kraj Vysočina
15.83338,49.03135,"38","216.784", ,odstraněno,Lažínky,Kraj Vysočina
15.84253,49.0252,"38","217.771", ,odstraněno,Zvěrkovice u Moravských Budějovic,Kraj Vysočina
15.66699,49.14736,"38","198.174", ,řešeno,Želetava,Kraj Vysočina
15.61409,49.2092,"38","190.108", ,řešeno,Hladov,Kraj Vysočina
15.61333,49.21082,"38","189.918", ,odstraněno,Hladov,Kraj Vysočina
15.58285,49.28718,"38","180.966", ,odstraněno,Stonařov,Kraj Vysočina
15.57782,49.33879,"38","175.054", ,odstraněno,Vílanec,Kraj Vysočina
15.58463,49.34946,"38","173.753", ,odstraněno,Čížov u Jihlavy,Kraj Vysočina
15.58466,49.34946,"38","173.753", ,odstraněno,Čížov u Jihlavy,Kraj Vysočina
15.58455,49.35763,"38","172.839", ,řešeno,Rančířov,Kraj Vysočina
15.58323,49.36857,"38","171.619", ,odstraněno,Rančířov,Kraj Vysočina
15.58319,49.37013,"38","171.443", ,odstraněno,Rančířov,Kraj Vysočina
15.58313,49.3702,"38","171.437", ,odstraněno,Rančířov,Kraj Vysočina
15.5836,49.37096,"38","171.345", ,odstraněno,Rančířov,Kraj Vysočina
15.58356,49.37156,"38","171.281", ,odstraněno,Rančířov,Kraj Vysočina
15.58392,49.3717,"38","171.26", ,řešeno,Rančířov,Kraj Vysočina
15.58466,49.37323,"38","171.083", ,odstraněno,Jihlava,Kraj Vysočina
